,tm,ta,rn,ws,wd,hm
193,2021-03-25 01:00:00,7.4,0.0,0.4,0,94
194,2021-03-25 02:00:00,6.8,0.0,0.2,0,94
195,2021-03-25 03:00:00,5.9,0.0,0.4,0,96
196,2021-03-25 04:00:00,5.6,0.0,0.4,0,97
197,2021-03-25 05:00:00,5.2,0.0,0.1,0,97
198,2021-03-25 06:00:00,4.3,0.0,0.1,0,97
199,2021-03-25 07:00:00,4.3,0.0,0.0,0,99
200,2021-03-25 08:00:00,7.0,0.0,0.0,0,94
201,2021-03-25 09:00:00,11.0,0.0,0.4,0,81
202,2021-03-25 10:00:00,14.6,0.0,1.2,200,68
203,2021-03-25 11:00:00,17.6,0.0,2.1,50,42
204,2021-03-25 12:00:00,19.2,0.0,2.4,360,35
205,2021-03-25 13:00:00,20.1,0.0,2.7,50,32
206,2021-03-25 14:00:00,21.2,0.0,2.6,320,29
207,2021-03-25 15:00:00,21.6,0.0,2.2,230,30
208,2021-03-25 16:00:00,20.8,0.0,3.3,290,40
209,2021-03-25 17:00:00,20.4,0.0,3.9,290,39
210,2021-03-25 18:00:00,18.6,0.0,2.9,290,42
211,2021-03-25 19:00:00,15.8,0.0,2.0,230,53
212,2021-03-25 20:00:00,14.1,0.0,0.9,340,55
213,2021-03-25 21:00:00,13.7,0.0,1.8,320,50
214,2021-03-25 22:00:00,10.3,0.0,0.8,290,63
215,2021-03-25 23:00:00,8.6,0.0,0.9,20,72
216,2021-03-26 00:00:00,7.8,0.0,0.9,110,77
217,2021-03-26 01:00:00,7.2,0.0,0.6,290,78
218,2021-03-26 02:00:00,6.0,0.0,0.4,0,85
219,2021-03-26 03:00:00,4.8,0.0,0.1,0,87
220,2021-03-26 04:00:00,4.7,0.0,0.2,0,90
221,2021-03-26 05:00:00,3.5,0.0,0.6,50,90
222,2021-03-26 06:00:00,3.4,0.0,0.3,0,93
223,2021-03-26 07:00:00,3.0,0.0,0.2,0,94
224,2021-03-26 08:00:00,5.7,0.0,0.1,0,87
225,2021-03-26 09:00:00,8.8,0.0,0.5,270,74
226,2021-03-26 10:00:00,13.4,0.0,0.4,0,57
227,2021-03-26 11:00:00,17.8,0.0,1.5,140,40
228,2021-03-26 12:00:00,20.7,0.0,1.7,160,38
229,2021-03-26 13:00:00,21.1,0.0,2.1,200,34
230,2021-03-26 14:00:00,21.4,0.0,3.0,200,29
231,2021-03-26 15:00:00,22.0,0.0,2.6,200,32
232,2021-03-26 16:00:00,21.5,0.0,3.8,140,25
233,2021-03-26 17:00:00,20.7,0.0,4.0,160,23
234,2021-03-26 18:00:00,19.1,0.0,1.7,110,30
235,2021-03-26 19:00:00,16.4,0.0,1.5,110,38
236,2021-03-26 20:00:00,14.6,0.0,1.3,180,44
237,2021-03-26 21:00:00,12.2,0.0,0.4,0,55
238,2021-03-26 22:00:00,11.0,0.0,0.5,360,68
239,2021-03-26 23:00:00,10.8,0.0,0.2,0,76
240,2021-03-27 00:00:00,12.2,0.0,1.7,70,77
241,2021-03-27 01:00:00,12.3,0.0,2.2,70,79
242,2021-03-27 02:00:00,12.2,0.0,1.9,70,80
243,2021-03-27 03:00:00,12.5,0.0,2.7,70,82
244,2021-03-27 04:00:00,12.6,0.0,3.4,90,83
245,2021-03-27 05:00:00,12.5,0.0,2.7,70,83
246,2021-03-27 06:00:00,12.4,0.0,2.2,70,83
247,2021-03-27 07:00:00,12.6,0.0,2.2,70,81
248,2021-03-27 08:00:00,13.5,0.0,2.6,70,78
249,2021-03-27 09:00:00,13.9,0.0,3.2,70,76
250,2021-03-27 10:00:00,14.6,0.0,2.1,70,76
251,2021-03-27 11:00:00,14.8,0.0,3.7,90,79
252,2021-03-27 12:00:00,13.7,1.1,2.1,270,94
253,2021-03-27 13:00:00,15.7,0.0,2.1,90,95
254,2021-03-27 14:00:00,16.8,0.0,4.0,140,88
255,2021-03-27 15:00:00,16.6,10.1,4.8,140,88
256,2021-03-27 16:00:00,15.8,0.0,2.0,200,97
257,2021-03-27 17:00:00,15.8,0.0,1.8,230,98
258,2021-03-27 18:00:00,16.1,22.3,2.1,230,99
259,2021-03-27 19:00:00,16.0,0.0,2.3,200,99
260,2021-03-27 20:00:00,15.9,0.0,2.2,200,96
261,2021-03-27 21:00:00,15.5,10.4,1.2,230,98
262,2021-03-27 22:00:00,15.2,0.0,2.2,200,98
263,2021-03-27 23:00:00,14.5,0.0,1.7,200,99
264,2021-03-28 00:00:00,14.4,3.9,1.5,200,99
265,2021-03-28 01:00:00,14.5,0.0,2.2,230,96
266,2021-03-28 02:00:00,12.4,0.0,4.2,270,93
267,2021-03-28 03:00:00,11.3,0.0,3.5,250,97
268,2021-03-28 04:00:00,11.3,0.0,3.1,270,90
269,2021-03-28 05:00:00,11.0,0.0,3.9,290,87
270,2021-03-28 06:00:00,10.7,0.0,1.3,250,90
271,2021-03-28 07:00:00,10.6,0.0,2.1,250,90
272,2021-03-28 08:00:00,11.3,0.0,2.7,270,84
273,2021-03-28 09:00:00,11.7,0.0,3.4,270,79
274,2021-03-28 10:00:00,12.6,0.0,3.0,270,78
275,2021-03-28 11:00:00,12.9,0.0,3.2,290,76
276,2021-03-28 12:00:00,13.8,0.0,3.6,290,74
277,2021-03-28 13:00:00,14.8,0.0,4.7,290,66
278,2021-03-28 14:00:00,16.4,0.0,5.3,270,58
279,2021-03-28 15:00:00,17.2,0.0,4.3,270,57
280,2021-03-28 16:00:00,16.8,0.0,4.2,320,57
281,2021-03-28 17:00:00,16.2,0.0,3.4,290,60
282,2021-03-28 18:00:00,15.3,0.0,2.5,270,66
283,2021-03-28 19:00:00,14.0,0.0,2.9,270,73
284,2021-03-28 20:00:00,12.3,0.0,1.1,200,83
285,2021-03-28 21:00:00,11.4,0.0,0.4,0,83
286,2021-03-28 22:00:00,10.6,0.0,1.4,180,93
287,2021-03-28 23:00:00,11.2,0.0,1.3,270,90
288,2021-03-29 00:00:00,11.3,0.0,1.0,290,89
289,2021-03-29 01:00:00,11.6,0.0,1.6,230,91
290,2021-03-29 02:00:00,12.2,0.0,2.1,230,88
291,2021-03-29 03:00:00,12.4,0.0,2.2,270,89
292,2021-03-29 04:00:00,12.1,0.0,3.0,270,83
293,2021-03-29 05:00:00,11.3,0.0,2.7,230,81
294,2021-03-29 06:00:00,10.8,0.0,1.5,250,78
295,2021-03-29 07:00:00,9.6,0.0,0.8,70,85
296,2021-03-29 08:00:00,11.5,0.0,0.6,160,64
297,2021-03-29 09:00:00,12.7,0.0,1.1,230,53
298,2021-03-29 10:00:00,14.4,0.0,0.8,230,50
299,2021-03-29 11:00:00,15.2,0.0,1.7,270,45
300,2021-03-29 12:00:00,16.6,0.0,2.3,290,37
301,2021-03-29 13:00:00,17.3,0.0,3.8,270,35
302,2021-03-29 14:00:00,18.3,0.0,2.6,320,29
303,2021-03-29 15:00:00,18.4,0.0,4.4,270,28
304,2021-03-29 16:00:00,18.5,0.0,2.5,290,28
305,2021-03-29 17:00:00,17.7,0.0,3.8,290,28
306,2021-03-29 18:00:00,16.2,0.0,2.3,290,32
307,2021-03-29 19:00:00,14.7,0.0,2.3,290,34
308,2021-03-29 20:00:00,13.2,0.0,1.3,20,38
309,2021-03-29 21:00:00,10.9,0.0,0.3,0,58
310,2021-03-29 22:00:00,10.4,0.0,0.7,320,58
311,2021-03-29 23:00:00,10.4,0.0,1.6,320,59
312,2021-03-30 00:00:00,9.1,0.0,0.5,320,61
313,2021-03-30 01:00:00,8.5,0.0,0.1,0,69
314,2021-03-30 02:00:00,8.1,0.0,0.2,0,73
315,2021-03-30 03:00:00,8.1,0.0,0.6,230,74
316,2021-03-30 04:00:00,8.2,0.0,0.6,340,75
317,2021-03-30 05:00:00,9.6,0.0,1.7,340,53
318,2021-03-30 06:00:00,8.7,0.0,1.2,50,56
319,2021-03-30 07:00:00,7.6,0.0,0.8,50,65
320,2021-03-30 08:00:00,10.7,0.0,0.3,0,50
321,2021-03-30 09:00:00,13.0,0.0,2.9,20,37
322,2021-03-30 10:00:00,13.3,0.0,2.0,290,34
323,2021-03-30 11:00:00,14.6,0.0,2.3,20,29
324,2021-03-30 12:00:00,16.9,0.0,2.4,20,25
325,2021-03-30 13:00:00,18.7,0.0,1.5,160,30
326,2021-03-30 14:00:00,19.6,0.0,2.6,160,28
327,2021-03-30 15:00:00,21.5,0.0,3.0,360,20
328,2021-03-30 16:00:00,21.4,0.0,2.9,270,23
329,2021-03-30 17:00:00,18.8,0.0,4.7,290,35
330,2021-03-30 18:00:00,17.8,0.0,0.4,0,37
331,2021-03-30 19:00:00,14.8,0.0,0.8,230,47
332,2021-03-30 20:00:00,12.7,0.0,1.8,50,57
333,2021-03-30 21:00:00,11.4,0.0,0.7,160,62
334,2021-03-30 22:00:00,9.8,0.0,0.4,0,69
335,2021-03-30 23:00:00,8.2,0.0,1.3,20,76
336,2021-03-31 00:00:00,7.4,0.0,0.4,0,80
337,2021-03-31 01:00:00,6.6,0.0,0.1,0,83
338,2021-03-31 02:00:00,5.8,0.0,0.8,50,85
339,2021-03-31 03:00:00,5.4,0.0,0.7,50,88
340,2021-03-31 04:00:00,5.2,0.0,0.8,50,87
341,2021-03-31 05:00:00,4.9,0.0,1.2,20,89
342,2021-03-31 06:00:00,4.4,0.0,0.4,0,91
343,2021-03-31 07:00:00,4.4,0.0,0.2,0,91
344,2021-03-31 08:00:00,7.3,0.0,0.3,0,79
345,2021-03-31 09:00:00,10.1,0.0,1.3,200,72
346,2021-03-31 10:00:00,16.1,0.0,1.2,140,56
347,2021-03-31 11:00:00,18.6,0.0,2.5,70,39
348,2021-03-31 12:00:00,19.9,0.0,2.6,70,33
349,2021-03-31 13:00:00,20.0,0.0,2.6,200,38
350,2021-03-31 14:00:00,21.2,0.0,2.0,230,29
351,2021-03-31 15:00:00,20.9,0.0,2.8,200,31
352,2021-03-31 16:00:00,20.9,0.0,2.0,90,29
353,2021-03-31 17:00:00,18.1,0.0,3.0,230,38
354,2021-03-31 18:00:00,16.7,0.0,1.7,230,43
355,2021-03-31 19:00:00,15.2,0.0,1.1,230,46
356,2021-03-31 20:00:00,14.4,0.0,0.5,250,54
357,2021-03-31 21:00:00,13.5,0.0,0.2,0,59
358,2021-03-31 22:00:00,13.4,0.0,0.8,70,59
359,2021-03-31 23:00:00,12.4,0.0,0.8,20,63
360,2021-04-01 00:00:00,12.1,0.0,0.2,0,64
361,2021-04-01 01:00:00,11.3,0.0,0.5,50,70
362,2021-04-01 02:00:00,12.1,0.0,2.6,50,65
363,2021-04-01 03:00:00,12.6,0.0,1.9,90,66
364,2021-04-01 04:00:00,12.8,0.0,2.4,70,61
365,2021-04-01 05:00:00,12.6,0.0,1.7,70,61
366,2021-04-01 06:00:00,13.1,0.0,2.6,50,61
367,2021-04-01 07:00:00,13.3,0.0,1.9,70,59
368,2021-04-01 08:00:00,14.1,0.0,3.8,90,50
369,2021-04-01 09:00:00,14.5,0.0,4.4,110,47
370,2021-04-01 10:00:00,16.3,0.0,3.8,90,40
371,2021-04-01 11:00:00,17.4,0.0,5.6,90,38
372,2021-04-01 12:00:00,17.2,0.0,6.4,90,38
